company,contact,phone,street,city,state,zip,website,notes,detail_url
Alliance Ag & Grain LLC,,620-995-3721,25.30.1,Spearville,KS,67876,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Alliance Ag & Grain LLC 620-995-3721 P.O. Box 98 609 Larned St. Spearville KS 67876 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Alliance-Ag-&-Grain-LLC-591
Alliance Ag & Grain LLC,,620-324-5563,25.30.1,Spearville,KS,67876,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Alliance Ag & Grain LLC 620-324-5563 P.O. Box 98 2357 170th Ave. Spearville KS 67876 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Alliance-Ag-&-Grain-LLC-593
Alliance Ag & Grain LLC,,620-385-2898,12/30/2025,Spearville,KS,67876,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Alliance Ag & Grain LLC Stan Stark 620-385-2898 P.O. Box 98 Spearville KS 67876 Send Alliance Ag & Grain LLC A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Alliance-Ag-&-Grain-LLC-599
Alliance Ag & Grain LLC,,620-646-5262,25.30.1,Fowler,KS,67844,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Alliance Ag & Grain LLC 620-646-5262 P.O. Box 350 103 South Main Fowler KS 67844 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Alliance-Ag-&-Grain-LLC-345
Alliance Ag & Grain LLC,,620-723-3351,25.30.1,Spearville,KS,67876,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Alliance Ag & Grain LLC 620-723-3351 P.O. Box 98 Spearville KS 67876 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Alliance-Ag-&-Grain-LLC-356
Alliance Ag & Grain LLC,,620-227-8611,25.30.1,Spearville,KS,67876,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Alliance Ag & Grain LLC 620-227-8611 P.O. Box 98 Spearville KS 67876 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Alliance-Ag-&-Grain-LLC-439
Alliance Ag & Grain LLC,,620-635-2855,25.30.1,Spearville,KS,67876,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Alliance Ag & Grain LLC 620-635-2855 P.O. Box 338 Spearville KS 67876 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Alliance-Ag-&-Grain-LLC-810
Alliance Ag & Grain LLC,,620-723-3351,25.30.1,Spearville,KS,67876,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Alliance Ag & Grain LLC 620-723-3351 P.O. Box 98 Spearville KS 67876 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Alliance-Ag-&-Grain-LLC-812
Alliance Ag & Grain LLC,,620-723-3351,25.30.1,Spearville,KS,67876,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Alliance Ag & Grain LLC 620-723-3351 P.O. Box 98 Spearville KS 67876 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Alliance-Ag-&-Grain-LLC-813
Alliance Ag & Grain LLC,,620-539-2005,25.30.1,Englewood,KS,67840,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Alliance Ag & Grain LLC 620-539-2005 Box 85 Englewood KS 67840 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Alliance-Ag-&-Grain-LLC-960
Alliance Ag & Grain LLC,,620-873-2732,11162 13 Road,Meade,KS,67864,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Alliance Ag & Grain LLC 620-873-2732 11162 13 Road Meade KS 67864 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Alliance-Ag-&-Grain-LLC-961
Alliance Ag & Grain LLC,,620-635-2394,25.30.1,Spearville,KS,67876,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Alliance Ag & Grain LLC 620-635-2394 P.O. Box 98 Spearville KS 67876 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Alliance-Ag-&-Grain-LLC-1072
Alliance Ag & Grain LLC,,620-227-6651,25.30.1,Spearville,KS,67876,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Alliance Ag & Grain LLC 620-227-6651 P.O. Box 98 Spearville KS 67876 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Alliance-Ag-&-Grain-LLC-1011
Alliance Ag & Grain LLC,,620-885-5044,400 Main St.,Bloom,KS,67865,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Alliance Ag & Grain LLC 620-885-5044 400 Main St. Bloom KS 67865 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Alliance-Ag-&-Grain-LLC-1131
Alliance Ag & Grain LLC,,620-582-2251,25.30.1,Spearville,KS,67876,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Alliance Ag & Grain LLC 620-582-2251 P.O. Box 98 307 S. New York Spearville KS 67876 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Alliance-Ag-&-Grain-LLC-1161
Alma Coop Assn.,,785-765-3911,12/30/2025,Alma,KS,66401,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Alma Coop Assn. Garrick Ghert 785-765-3911 P.O. Box 415 109 Missouri Alma KS 66401 Send Alma Coop Assn. A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Alma-Coop-Assn-24
American Feed Industry Assn.,,703-524-0810,"2101 Wilson Blvd., Ste 810",Arlington,VA,22201,http://www.afia.org,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back American Feed Industry Assn. 703-524-0810 2101 Wilson Blvd., Ste 810 Arlington VA 22201 http://www.afia.org © Atlas 2025 25.30.1",https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/American-Feed-Industry-Assn-185
American Plains Co-op,,785-483-2128,606 S. Main 987 North Fossil,Great Bend,KS,67530,www.apcoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back American Plains Co-op 785-483-2128 606 S. Main 987 North Fossil Great Bend KS 67530 www.apcoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/American-Plains-Co-op-445
American Plains Co-op,,620-982-4364,109 W. Station Road,Radium,KS,67550,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back American Plains Co-op 620-982-4364 109 W. Station Road Radium KS 67550 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/American-Plains-Co-op-413
American Plains Co-op,,620-793-3531,25.30.1,Great Bend,KS,67530,www.apcoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back American Plains Co-op Jeff Mauler 620-793-3531 P.O. Box 68 606 S. Main St. Great Bend KS 67530 www.apcoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/American-Plains-Co-op-350
American Plains Co-op,,785-666-4495,25.30.1,Dorrance,KS,67634,www.apcoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back American Plains Co-op 785-666-4495 Box 76 601 K231 Highway Dorrance KS 67634 www.apcoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/American-Plains-Co-op-487
American Plains Co-op,,620-564-3056,104 S. Kennedy,Ellinwood,KS,67526,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back American Plains Co-op 620-564-3056 104 S. Kennedy Ellinwood KS 67526 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/American-Plains-Co-op-1177
American Plains Co-op,,620-653-7683,95 Hoisington St.,Susank,KS,67544,www.apcoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back American Plains Co-op 620-653-7683 95 Hoisington St. Susank KS 67544 www.apcoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/American-Plains-Co-op-1207
American Plains Co-op,,620-458-4311,205 NW 150th St.,Seward,KS,67577,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back American Plains Co-op 620-458-4311 205 NW 150th St. Seward KS 67577 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/American-Plains-Co-op-958
American Plains Co-op,,620-923-4221,25.30.1,Albert,KS,67511,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back American Plains Co-op 620-923-4221 Box 6 805 Main Albert KS 67511 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/American-Plains-Co-op-793
American Plains Co-op,,620-653-7661,1075 NW 40 Ave.,Hoisington,KS,67544,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back American Plains Co-op 620-653-7661 1075 NW 40 Ave. Hoisington KS 67544 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/American-Plains-Co-op-795
American Plains Co-op,,620-792-6805,25.30.1,Great Bend,KS,67530,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back American Plains Co-op 620-792-6805 Box 68 16th & Kansas Ave. Great Bend KS 67530 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/American-Plains-Co-op-797
American Plains Co-op,,620-482-4313,25.30.1,Pawnee Rock,KS,67567,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back American Plains Co-op 620-482-4313 Box 128 317 Pawnee Ave. Pawnee Rock KS 67567 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/American-Plains-Co-op-798
Anthony Farmers Coop,,620-254-7245,25.30.1,Attica,KS,67009,http://www.anthonycoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Anthony Farmers Coop 620-254-7245 Box 406 Attica KS 67009 http://www.anthonycoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Anthony-Farmers-Coop-764
Anthony Farmers Coop,,620-896-2977,25.30.1,Duquoin,KS,67058,http://www.anthonycoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Anthony Farmers Coop 620-896-2977 Duquoin KS 67058 http://www.anthonycoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Anthony-Farmers-Coop-766
Anthony Farmers Coop,,620-896-7511,25.30.1,Harper,KS,67058,http://www.anthonycoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Anthony Farmers Coop 620-896-7511 Box 185 202 W. 6th Harper KS 67058 http://www.anthonycoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Anthony-Farmers-Coop-767
Anthony Farmers Coop,,620-294-5530,25.30.1,Sharon,KS,67138,http://www.anthonycoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Anthony Farmers Coop 620-294-5530 Box 166 Sharon KS 67138 http://www.anthonycoop.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Anthony-Farmers-Coop-769
Anthony Farmers Coop,,620-842-5412,25.30.1,Anthony,KS,67003,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Anthony Farmers Coop 620-842-5412 RR 2 Anthony KS 67003 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Anthony-Farmers-Coop-771
Anthony Farmers Coop,,620-842-5093,25.30.1,Anthony,KS,67003,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Anthony Farmers Coop 620-842-5093 Anthony KS 67003 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Anthony-Farmers-Coop-772
Anthony Farmers Coop,,620-842-5181,12/30/2025,Anthony,KS,67003,http://www.anthonycoop.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Anthony Farmers Coop Dan Cashier 620-842-5181 P.O. Box 111 Anthony KS 67003 http://www.anthonycoop.com Send Anthony Farmers Coop A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Anthony-Farmers-Coop-28
Ardent Mills LLC,,316-292-2218,25.30.1,Wichita,KS,67201,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ardent Mills LLC 316-292-2218 Box 2696 715 E. 13th Wichita KS 67201 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ardent-Mills-LLC-1205
Ardent Mills LLC,,316-283-3200,300 E. Broadway,Newton,KS,67114,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ardent Mills LLC 316-283-3200 300 E. Broadway Newton KS 67114 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ardent-Mills-LLC-1098
Ashland Feed & Seed Co.,,620-635-2856,12/30/2025,Ashland,KS,67831,http://www.ashlandfeedseed.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Ashland Feed & Seed Co. Jeff Kay 620-635-2856 Box 635 1524 Main Ashland KS 67831 http://www.ashlandfeedseed.com Send Ashland Feed & Seed Co. A Message 12/30/2025 Your Name: Required Your Email: Required Subject Line: Required Message: Required SendClear All © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Ashland-Feed-&-Seed-Co-463
ASM Engineering Consultants LLC,,316-260-5895,221 E. Commerce St.,Andover,KS,67002,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back ASM Engineering Consultants LLC 316-260-5895 221 E. Commerce St. Andover KS 67002 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/ASM-Engineering-Consultants-LLC-1454
BarnesCo Inc.,,620-442-7010,25.30.1,Arkansas City,KS,67005,http://www.barnescoinc.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back BarnesCo Inc. 620-442-7010 P.O. Box 698 11074 282nd Road Arkansas City KS 67005 http://www.barnescoinc.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/BarnesCo-Inc-36
Bartlett Coop Assn.,,620-226-3322,401 Main,Bartlett,KS,67332,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Bartlett Coop Assn. Perry Sorrell 620-226-3322 401 Main Bartlett KS 67332 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Bartlett-Coop-Assn-437
Bartlett Coop Assn.,,620-251-2310,1112 E. 4th St.,Coffeyville,KS,66337,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Bartlett Coop Assn. 620-251-2310 1112 E. 4th St. Coffeyville KS 66337 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Bartlett-Coop-Assn-1224
Bartlett Coop Assn.,,620-236-7232,25.30.1,Chetopa,KS,67336,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Bartlett Coop Assn. 620-236-7232 P.O. Box 4675 Chetopa KS 67336 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Bartlett-Coop-Assn-1001
Bartlett Coop Assn.,,620-922-3320,25.30.1,Edna,KS,67342,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Bartlett Coop Assn. 620-922-3320 Box 9 Edna KS 67342 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Bartlett-Coop-Assn-1003
Bartlett Coop Assn.,,620-328-2121,25.30.1,Mound Valley,KS,67354,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Bartlett Coop Assn. 620-328-2121 Box 165 101 RR Ave. Mound Valley KS 67354 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Bartlett-Coop-Assn-1005
Bartlett Coop Assn.,,620-795-2113,2205 W. 4th,Oswego,KS,67356,,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Bartlett Coop Assn. 620-795-2113 2205 W. 4th Oswego KS 67356 © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Bartlett-Coop-Assn-1007
Bartlett Grain Company L.P.,,620-792-0526,15 NE 60 Ave.,Great Bend,KS,67530,www.bartlettco.com,KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Bartlett Grain Company L.P. 620-792-0526 15 NE 60 Ave. Great Bend KS 67530 www.bartlettco.com © Atlas 2025 25.30.1,https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Bartlett-Grain-Company-LP-1374
"Bartlett Grain Company, L.P.",,913-367-2303,25.30.1,Atchison,KS,66002,www.bartlettco.com,"KGFA Home Page KGFA Events & Training Join KGFA KGFA Sponsors Log In Search All Categories Go Back Bartlett Grain Company, L.P. 913-367-2303 P.O. Box 378 324 River Front Road Atchison KS 66002 www.bartlettco.com © Atlas 2025 25.30.1","https://web.ksgrainandfeed.org/atlas/directory/category/member-directory/Bartlett-Grain-Company,-LP-1249"
